filename,width,height,class,xmin,ymin,xmax,ymax
IjhkugkuhMG-20xgcvngc230711-WA0173_jpg.rf.f6cab7da90022662f9f6a41b8dfe7042.jpg,640,640,plant,307,336,327,350
IjhkugkuhMG-20xgcvngc230711-WA0173_jpg.rf.f6cab7da90022662f9f6a41b8dfe7042.jpg,640,640,plant,181,122,446,536
IMG-2fgdyrk0230dffgsf711-WA0176_jpg.rf.f754b3b443cb536e428313cf227510ee.jpg,640,640,plant,111,161,535,499
IMG-zcxdzccdzcdzcdxz142_jpg.rf.f76a6052930cf53810ecc554b2bf252d.jpg,640,640,plant,140,209,445,445
IMG-20230711-WA0102_jpg.rf.f7a5384d07e96f15ec935579c597c1f0.jpg,640,640,plant,202,148,369,569
IMG-20230711-WA0135_jpg.rf.f71aade35fb2cec83c8dbf86a4c1f90a.jpg,640,640,plant,281,246,393,292
IMG-20230711-WA0135_jpg.rf.f71aade35fb2cec83c8dbf86a4c1f90a.jpg,640,640,plant,172,120,455,244
IMG-2023071gjgjg1-WA0188_jpg.rf.f4c5279aa3c247d22486464fd428b9ce.jpg,640,640,plant,128,128,624,456
IMG-20ASdfghmj2sDfghA0122_jpg.rf.f7cd8446a9fc5a31e8d4d5bc39362f1d.jpg,640,640,weed,142,89,433,482
IMG-2023071asdfg1-WwertgA0069-Copy_jpg.rf.f7cffb644dc21a015f2c92bef2405fbc.jpg,640,640,plant,11,141,605,533
20210907_153931_x264_mp4-1579_jpg.rf.f7fc9b45106d0f2be50d1eff7e921ad9.jpg,640,640,weed,457,311,498,367
20210907_153931_x264_mp4-1579_jpg.rf.f7fc9b45106d0f2be50d1eff7e921ad9.jpg,640,640,weed,106,398,203,472
20210907_153931_x264_mp4-1579_jpg.rf.f7fc9b45106d0f2be50d1eff7e921ad9.jpg,640,640,weed,415,69,540,195
20210907_153931_x264_mp4-1579_jpg.rf.f7fc9b45106d0f2be50d1eff7e921ad9.jpg,640,640,weed,20,546,145,640
20210907_153931_x264_mp4-1579_jpg.rf.f7fc9b45106d0f2be50d1eff7e921ad9.jpg,640,640,weed,260,286,395,407
20210907_153931_x264_mp4-1579_jpg.rf.f7fc9b45106d0f2be50d1eff7e921ad9.jpg,640,640,weed,235,6,397,204
IMG-zZXzXzxzx711-WA0138_jpg.rf.f81f64654c6b29745802279382160de7.jpg,640,640,plant,259,264,454,541
IMG-20230711-WfghjklA0092_jpg.rf.f7fac7c0415cb5a62a21a9b0b66e2acb.jpg,640,640,weed,188,0,509,548
20210907_153931_x264_mp4-512_jpg.rf.f82885bdb4d5b2c978825826265043b9.jpg,640,640,weed,485,323,631,472
IMG-zccdvd-zzzzzWA0138_jpg.rf.f82867c74162e4f50532eeac8b9592b6.jpg,640,640,plant,34,58,532,578
Isdfbfdzadfdwfdwf-20230711-WA0104_jpg.rf.f8413db4642139c9467f4a0c0b5282bf.jpg,640,640,weed,78,374,190,507
Isdfbfdzadfdwfdwf-20230711-WA0104_jpg.rf.f8413db4642139c9467f4a0c0b5282bf.jpg,640,640,weed,145,54,614,600
IMG-20230711-WA0243_jpg.rf.f8447488adafedb1a51211dd9fa39c85.jpg,640,640,plant,449,304,561,339
IMG-20230711-WA0243_jpg.rf.f8447488adafedb1a51211dd9fa39c85.jpg,640,640,plant,160,208,432,405
20210907_153931_x264_mp4-1318_jpg.rf.f856677cc43e081dfe44d5515eb3ba7b.jpg,640,640,weed,25,0,623,628
IMG-2023jygfvb120_jpg.rf.f8550e6b1dd5f8d7b2328e64b46ab230.jpg,640,640,weed,134,130,640,603
IMG-sdsdgfrswedfsdgrWA0217_jpg.rf.f859639f47b9eb7b2d77ee895c458917.jpg,640,640,plant,163,83,566,628
IMG-202sdfghjk307fghjkl-hj-ghj-093_jpg.rf.f84b0078eb09abe195323035216c3f59.jpg,640,640,weed,43,53,634,640
gdgrdgdrgrdIMG-20230711-WA0025_jpg.rf.f87c997ba61c686431e21aedd68a1afa.jpg,640,640,weed,219,119,507,448
20210907_153931_x264_mp4-638_jpg.rf.f883ba2c4c49d2ed0ccb9ed9228de2cb.jpg,640,640,weed,110,480,198,574
20210907_153931_x264_mp4-638_jpg.rf.f883ba2c4c49d2ed0ccb9ed9228de2cb.jpg,640,640,weed,257,512,371,636
20210907_153931_x264_mp4-638_jpg.rf.f883ba2c4c49d2ed0ccb9ed9228de2cb.jpg,640,640,weed,135,198,283,338
IMG-2023071fghj-093_jpg.rf.f87d4348f1bcf1ce5d8fc347d78b5ab1.jpg,640,640,weed,193,224,564,414
20210907_153931_x264_mp4-140_jpg.rf.f89a74dab2b7355178a0306490855ef9.jpg,640,640,weed,191,306,391,459
20210907_153931_x264_mp4-800_jpg.rf.f8e1f586792bc8d35896bbfff7e5342f.jpg,640,640,weed,511,175,605,281
20210907_153931_x264_mp4-800_jpg.rf.f8e1f586792bc8d35896bbfff7e5342f.jpg,640,640,weed,0,271,52,416
20210907_153931_x264_mp4-800_jpg.rf.f8e1f586792bc8d35896bbfff7e5342f.jpg,640,640,weed,148,425,232,511
20210907_153931_x264_mp4-800_jpg.rf.f8e1f586792bc8d35896bbfff7e5342f.jpg,640,640,weed,74,195,280,320
20210907_153931_x264_mp4-800_jpg.rf.f8e1f586792bc8d35896bbfff7e5342f.jpg,640,640,weed,165,189,585,640
IMG-20230711-WA0133_jpg.rf.f8ad169c6bf6ce5ea64022526debf3e6.jpg,640,640,plant,208,144,460,334
IMG-20230711-WA0074-Copy_jpg.rf.f8ddba2cafe19eea4b5700552fb95aaf.jpg,640,640,plant,176,81,387,457
IMG-2023srvcxbvdA0152_jpg.rf.f8dc356bf1ad9dd30a139a24cc8506e6.jpg,640,640,weed,36,127,561,526
IMG-2023cxvb-cv0711-WvcbvcbA0116_jpg.rf.f8f6c7d1196cbd791d509b162eb01f76.jpg,640,640,weed,313,75,393,202
IMG-2023cxvb-cv0711-WvcbvcbA0116_jpg.rf.f8f6c7d1196cbd791d509b162eb01f76.jpg,640,640,weed,95,479,184,635
IMG-2023cxvb-cv0711-WvcbvcbA0116_jpg.rf.f8f6c7d1196cbd791d509b162eb01f76.jpg,640,640,weed,127,127,531,557
IMG-20230711-WA0019-Copy_jpg.rf.f94e607a08f06f1a4b741abb8c596b48.jpg,640,640,plant,411,480,509,565
IMG-20230711-WA0019-Copy_jpg.rf.f94e607a08f06f1a4b741abb8c596b48.jpg,640,640,plant,74,31,452,638
IMG-2jytfvh258_jpg.rf.f97f94b2d3419e5e8674eb9bb8e7c94a.jpg,640,640,plant,405,135,587,242
IMG-2jytfvh258_jpg.rf.f97f94b2d3419e5e8674eb9bb8e7c94a.jpg,640,640,plant,156,192,463,510
20210907_153931_x264_mp4-1299_jpg.rf.f956d7b7bba28acee88a76d5c6b20767.jpg,640,640,weed,225,148,514,490
IMG-2023x-x-cbfvA0154_jpg.rf.f932b05cf13688146d3d27a732f6b77a.jpg,640,640,weed,135,278,190,324
IMG-2023x-x-cbfvA0154_jpg.rf.f932b05cf13688146d3d27a732f6b77a.jpg,640,640,weed,201,182,473,352
IMG-2023sdacA0141_jpg.rf.f958ce62298a634962c8a3e3aa46588e.jpg,640,640,plant,164,183,452,506
IMG-20230711-WA0071-Copy_jpg.rf.f98ef342f031fd06333d213523e6f2a6.jpg,640,640,plant,198,345,241,407
IMG-20230711-WA0071-Copy_jpg.rf.f98ef342f031fd06333d213523e6f2a6.jpg,640,640,plant,246,43,428,455
oiugIMG-20230711-WA0011_jpg.rf.f98618c8852b11775ea15d82b301cb26.jpg,640,640,weed,520,96,640,301
oiugIMG-20230711-WA0011_jpg.rf.f98618c8852b11775ea15d82b301cb26.jpg,640,640,weed,103,58,512,585
IMzdbxsdcszzzzagjhgbnbx102_jpg.rf.f9d89cf42b732b4ba6471634d0b7c3f3.jpg,640,640,weed,507,410,615,522
IMzdbxsdcszzzzagjhgbnbx102_jpg.rf.f9d89cf42b732b4ba6471634d0b7c3f3.jpg,640,640,weed,49,52,561,600
IMG-20230711-WA0140-Copy_jpg.rf.f9d8ad65920f80c80364984404531674.jpg,640,640,plant,139,223,499,343
IMG-20230xcdcdxscdcss1_jpg.rf.f9d9cd2dd51c610509584239403382df.jpg,640,640,plant,235,236,424,404
IMG-20zsdshsjdff_jpg.rf.f9c54bfb1c91d35d39cc1326c7a5014d.jpg,640,640,plant,0,0,640,640
IMG-20230711-WA0014-Copy_jpg.rf.fa8b4ab434d278143bea31f2d9dee6f5.jpg,640,640,plant,262,268,417,369
IMG-20230711-WA0055-Copy_jpg.rf.fa16f20bf0671b983858c803220a454c.jpg,640,640,plant,193,218,410,301
lkIMG-20230711-WA0006_jpg.rf.fad74505685e7d432933316e1995181b.jpg,640,640,weed,70,32,558,563
IMG-202307gyt5r5ytrdfgh76tu6r5760040_jpg.rf.fa0c31e9acb25269a54b7b820f99c1e2.jpg,640,640,weed,78,100,537,586
IMG-20230711-WA0266_jpg.rf.fafb00e9f7d0d62bcb154da75af9dd81.jpg,640,640,plant,227,480,602,640
IMG-20230711-WA0266_jpg.rf.fafb00e9f7d0d62bcb154da75af9dd81.jpg,640,640,plant,0,241,639,485
20210907_153931_x264_mp4-1465_jpg.rf.fb46225ab419fd948bd8974b43034e22.jpg,640,640,weed,5,34,220,270
20210907_153931_x264_mp4-1465_jpg.rf.fb46225ab419fd948bd8974b43034e22.jpg,640,640,weed,0,0,640,640
IMG-20sdfghfdhdfjgjesywreihejsrdut66_jpg.rf.fb4d84a2011497e297d3f3ae20c5fec5.jpg,640,640,plant,37,396,412,640
IMG-20sdfghfdhdfjgjesywreihejsrdut66_jpg.rf.fb4d84a2011497e297d3f3ae20c5fec5.jpg,640,640,plant,0,34,639,404
IMG-20230711-WA0132_jpg.rf.fb2eeaae764febbe01beccc4d22481f2.jpg,640,640,plant,211,287,460,407
IMG-20230711-WA0036-Copy_jpg.rf.fb6ecc396f34beb4be5c08e38c24294e.jpg,640,640,plant,162,110,302,190
IMG-20230711-WA0036-Copy_jpg.rf.fb6ecc396f34beb4be5c08e38c24294e.jpg,640,640,plant,342,416,438,485
IMG-20230711-WA0036-Copy_jpg.rf.fb6ecc396f34beb4be5c08e38c24294e.jpg,640,640,plant,58,235,217,329
IMG-20230711-WA0036-Copy_jpg.rf.fb6ecc396f34beb4be5c08e38c24294e.jpg,640,640,plant,158,141,621,446

IMG-20230711-WA0234_jpg.rf.fb9ff2f76db3ed52475d615733535582.jpg,640,640,plant,180,0,457,640
Iasdfgfr3eewrgrfgMG-20230711-WA0103_jpg.rf.fbc7b9417354698fa9b64f0b7e7cbc9d.jpg,640,640,weed,248,206,363,307
Iasdfgfr3eewrgrfgMG-20230711-WA0103_jpg.rf.fbc7b9417354698fa9b64f0b7e7cbc9d.jpg,640,640,weed,89,240,571,456
IMG-2023071ghi-1-WA0066-Copy_jpg.rf.fc3e971e0a192d1b3108073ee1453a90.jpg,640,640,plant,420,340,510,429
IMG-2023071ghi-1-WA0066-Copy_jpg.rf.fc3e971e0a192d1b3108073ee1453a90.jpg,640,640,plant,136,70,488,599
20210907_153931_x264_mp4-875_jpg.rf.fbada62e5bcadd416cc963cb4722cd8d.jpg,640,640,weed,0,200,151,296
20210907_153931_x264_mp4-875_jpg.rf.fbada62e5bcadd416cc963cb4722cd8d.jpg,640,640,weed,362,222,572,442
20210907_153931_x264_mp4-875_jpg.rf.fbada62e5bcadd416cc963cb4722cd8d.jpg,640,640,weed,137,229,418,533
IMG-2023jygfvb120_jpg.rf.fbc541a88354adec92af79a8c0d692e9.jpg,640,640,weed,134,130,640,603
IMG-20230711-WA0013_jpg.rf.fcb0d63031f546369834813ce432a22c.jpg,640,640,plant,222,57,451,640
IMG-20230xcdcdxscdcss1_jpg.rf.fc58864b69f586595f90a12e2d9411da.jpg,640,640,plant,236,235,404,424
IMG-zcxdzccsdsds142_jpg.rf.fc08c9dd841d39f44bcd63154b5318f2.jpg,640,640,plant,57,28,571,570

20210907_153931_x264_mp4-1493_jpg.rf.fc8e32baa1f1857a2f597246c2496929.jpg,640,640,weed,186,246,309,344
20210907_153931_x264_mp4-1493_jpg.rf.fc8e32baa1f1857a2f597246c2496929.jpg,640,640,weed,28,229,163,367
20210907_153931_x264_mp4-1493_jpg.rf.fc8e32baa1f1857a2f597246c2496929.jpg,640,640,weed,255,251,466,453
IMG-20230711-WA0175-Copy_jpg.rf.fcde4d052d080973f60b73498c12c9a9.jpg,640,640,plant,141,227,527,358
IMG-2sdfdfhjfgkl40_jpg.rf.fd0d321cb2cddeefd1791e8f2b1879ef.jpg,640,640,plant,4,0,326,305
IMG-2sdfdfhjfgkl40_jpg.rf.fd0d321cb2cddeefd1791e8f2b1879ef.jpg,640,640,plant,116,313,542,620
IMG-20230711-WA0114_jpg.rf.fd0207adebd5b0dbef3a25d06a218812.jpg,640,640,plant,95,133,426,315
IMG-20230711-WAytfgh0137_jpg.rf.fd56534b81d2a904c4be567b05e5cacb.jpg,640,640,weed,241,200,490,397
IMG-zccdvdZXzXzxasdfgsfhdgnh11-zzzzzWA0138_jpg.rf.fd15ced05b280c390e65785b8ca517a5.jpg,640,640,plant,36,62,532,582
IMG-cxvcxv0154_jpg.rf.fd327d92788aa0743bcea71a38944d94.jpg,640,640,weed,191,365,222,406
IMG-cxvcxv0154_jpg.rf.fd327d92788aa0743bcea71a38944d94.jpg,640,640,weed,336,432,389,480
IMG-cxvcxv0154_jpg.rf.fd327d92788aa0743bcea71a38944d94.jpg,640,640,weed,137,400,209,497
IMG-cxvcxv0154_jpg.rf.fd327d92788aa0743bcea71a38944d94.jpg,640,640,weed,260,114,607,590
IMG-20230711-WAsdfsrdhjgh0126_jpg.rf.fd43a63fcfbc76a98ee37c5a30fbcba0.jpg,640,640,plant,208,74,461,563
IMG-202307sedrj0234_jpg.rf.fd17ade7785b7e645c55ef85e781a6bf.jpg,640,640,plant,93,0,564,638
IMG-20230711-hgjgWkhggkA0169_jpg.rf.fdf6fa9f2e7f07e42214ebf4da88f630.jpg,640,640,plant,227,251,480,422
IMG-20230uytredfgWA0078_jpg.rf.fdece33d4903171bdc1b26d87fbe8fe0.jpg,640,640,weed,76,0,632,637
IMG-20230711-WA0226_jpg.rf.fd9977bb4edde65f6701589d85435106.jpg,640,640,plant,36,176,612,406
IMG-2sddvbfg02307sedg7_jpg.rf.fe0bf536baf21b7bb3ca00163e2203df.jpg,640,640,plant,56,90,506,511
iuytrIMG-20230711-WA0010_jpg.rf.fe304e128c077db7f3cf7fe41d2db125.jpg,640,640,weed,8,75,613,639
IMG-ukugjytrdfghjkl-WA0098_jpg.rf.fe481986c5a6e81487f086173cbc9332.jpg,640,640,weed,68,34,621,605
IMG-20230711-WA0096_jpg.rf.fe30ca8bee08150598c5868624c6a826.jpg,640,640,plant,238,131,407,496
20210907_153931_x264_mp4-1465_jpg.rf.ff0e288941cc004604a69d5dbf125883.jpg,640,640,weed,420,34,635,270
20210907_153931_x264_mp4-1465_jpg.rf.ff0e288941cc004604a69d5dbf125883.jpg,640,640,weed,0,0,640,640
IMG-2kdxcvhkghjjk0111_jpg.rf.ff3d5a0d7c179c0e7307b9805f3c25bd.jpg,640,640,weed,46,84,546,575
IMG-20230711-WA0048_jpg.rf.ff50f9f8a5950978e6bbfd96245150a1.jpg,640,640,plant,248,255,522,330
IMG-20230711egrhfk-setdrhfjtWA0182_jpg.rf.ff271437b0dcd5d7f2ed611ee695e39d.jpg,640,640,plant,456,573,640,640
IMG-20230711egrhfk-setdrhfjtWA0182_jpg.rf.ff271437b0dcd5d7f2ed611ee695e39d.jpg,640,640,plant,149,0,286,95
IMG-20230711egrhfk-setdrhfjtWA0182_jpg.rf.ff271437b0dcd5d7f2ed611ee695e39d.jpg,640,640,plant,2,68,552,640
IsdfbfdMG-20230711-WA0104_jpg.rf.ff2ad07362d1f806d8dd97e7e85d2e5b.jpg,640,640,weed,157,160,536,355
IMG-20230711-WA0071-Copy_jpg.rf.ff79f3aa21a263302d9e0fbae293b399.jpg,640,640,plant,233,198,295,241
IMG-20230711-WA0071-Copy_jpg.rf.ff79f3aa21a263302d9e0fbae293b399.jpg,640,640,plant,185,246,597,428
IMG-2sdfdfhjfgkl40_jpg.rf.ff79d5c65698da9f9b1c056081afbffb.jpg,640,640,plant,335,4,640,326
IMG-2sdfdfhjfgkl40_jpg.rf.ff79d5c65698da9f9b1c056081afbffb.jpg,640,640,plant,20,116,328,542
IMG-202307erty1rt1-WA0ertfgyhu091_jpg.rf.ff7f2fd3f0209e7fa0220627c34ab311.jpg,640,640,weed,66,36,610,592
IMG-20230711-WA0vbfg050-Copy-2-_jpg.rf.ff51ebff69512ef848ff8bce1a02c55d.jpg,640,640,plant,3,40,598,578
IMG-20yfv238_jpg.rf.ffccbd0e841018ca03576ada4c3216b5.jpg,640,640,plant,81,540,161,639
IMG-20yfv238_jpg.rf.ffccbd0e841018ca03576ada4c3216b5.jpg,640,640,plant,0,114,78,409
IMG-20yfv238_jpg.rf.ffccbd0e841018ca03576ada4c3216b5.jpg,640,640,plant,79,80,600,576
20210907_153931_x264_mp4-1629_jpg.rf.ffe9c7d907107541fcff25012e8565ba.jpg,640,640,weed,402,0,472,122
20210907_153931_x264_mp4-1629_jpg.rf.ffe9c7d907107541fcff25012e8565ba.jpg,640,640,weed,366,200,485,349
20210907_153931_x264_mp4-1629_jpg.rf.ffe9c7d907107541fcff25012e8565ba.jpg,640,640,weed,155,182,336,365
IMG-20230711-WwertyuiA0038_jpg.rf.001381d4336627ad580b4c48333f14ac.jpg,640,640,weed,15,160,150,273
IMG-20230711-WwertyuiA0038_jpg.rf.001381d4336627ad580b4c48333f14ac.jpg,640,640,weed,154,111,505,418
IMG-20yfv238_jpg.rf.00372b15284e4d8561fdcc7f8e862b8e.jpg,640,640,plant,81,540,161,639
IMG-20yfv238_jpg.rf.00372b15284e4d8561fdcc7f8e862b8e.jpg,640,640,plant,0,114,78,409
IMG-20yfv238_jpg.rf.00372b15284e4d8561fdcc7f8e862b8e.jpg,640,640,plant,79,80,600,576
IMG-20230711-daWAsddadafsrdhjgh0126_jpg.rf.00fac2730bd453d4e744cf4b9c36ea62.jpg,640,640,plant,199,76,479,564
20210907_153931_x264_mp4-1423_jpg.rf.0073fba49ad654069ded8a220e37c9ec.jpg,640,640,weed,228,286,388,388
IMG-20230711-WA0014-Copy_jpg.rf.00513abf42fb5b33ce8604bdabc1f5e3.jpg,640,640,plant,223,268,378,369
IMG-2023sdfdfgA0228_jpg.rf.00d6984f8688c4e258b4b5b3eb743bcc.jpg,640,640,plant,0,73,639,560
20210907_153931_x264_mp4-1493_jpg.rf.012638c40622aea005493157266f96cf.jpg,640,640,weed,296,331,394,454
20210907_153931_x264_mp4-1493_jpg.rf.012638c40622aea005493157266f96cf.jpg,640,640,weed,273,477,411,612
20210907_153931_x264_mp4-1493_jpg.rf.012638c40622aea005493157266f96cf.jpg,640,640,weed,187,174,389,385
IMG-20cxzcdzc0141_jpg.rf.00477a153dcd5eec87058fbd242f389d.jpg,640,640,plant,123,140,547,454
IM45678ytfgh711-WA0033-Copy_jpg.rf.017b596fe4091ab501229eddb1912207.jpg,640,640,plant,28,0,640,640
20210907_153931_x264_mp4-1100_jpg.rf.0198c2d51324084faa9972cc135661fc.jpg,640,640,weed,148,206,235,288
20210907_153931_x264_mp4-1100_jpg.rf.0198c2d51324084faa9972cc135661fc.jpg,640,640,weed,379,291,492,392
20210907_153931_x264_mp4-1100_jpg.rf.0198c2d51324084faa9972cc135661fc.jpg,640,640,weed,20,5,48,52
20210907_153931_x264_mp4-1100_jpg.rf.0198c2d51324084faa9972cc135661fc.jpg,640,640,weed,90,0,155,32
20210907_153931_x264_mp4-1100_jpg.rf.0198c2d51324084faa9972cc135661fc.jpg,640,640,weed,452,583,505,640
20210907_153931_x264_mp4-1100_jpg.rf.0198c2d51324084faa9972cc135661fc.jpg,640,640,weed,159,55,225,100
20210907_153931_x264_mp4-1100_jpg.rf.0198c2d51324084faa9972cc135661fc.jpg,640,640,weed,148,205,235,289
20210907_153931_x264_mp4-1100_jpg.rf.0198c2d51324084faa9972cc135661fc.jpg,640,640,weed,381,292,492,391
IMG-2023jbnhij11lyh-WA0145_jpg.rf.019ff46e87833cc6d800cb7455d19937.jpg,640,640,weed,195,10,542,517
IMGugdy-20230711-WA0015-Copy_jpg.rf.017cadcd900f65ae731bb1df2c305e89.jpg,640,640,plant,1,102,604,585
20210907_153931_x264_mp4-1750_jpg.rf.020679f84cfc2ed9c1cb098e95c4cc80.jpg,640,640,weed,234,188,413,402
20210907_153931_x264_mp4-1750_jpg.rf.020679f84cfc2ed9c1cb098e95c4cc80.jpg,640,640,weed,234,189,412,402
IMG-zcxdzccsdsds142_jpg.rf.020f981ac9e8e4b81892fb9af6021209.jpg,640,640,plant,70,69,613,583
IMG-20iuytfghjk210_jpg.rf.01f0c58433fd5c80cf231967eb29eb79.jpg,640,640,plant,118,226,525,638
20210907_153931_x264_mp4-1111_jpg.rf.01ad9801b781de47979fd6ca6e48105e.jpg,640,640,weed,198,114,558,417
20210907_153931_x264_mp4-1111_jpg.rf.01ad9801b781de47979fd6ca6e48105e.jpg,640,640,weed,198,114,558,417
20210907_153931_x264_mp4-1731_jpg.rf.029fbff58a40815a1d9b384faa2c44fc.jpg,640,640,weed,44,185,169,335
IMG-20230711-WA0216_jpg.rf.024436b4cefc3a092f77c76ced075c37.jpg,640,640,plant,57,311,180,348
IMG-20230711-WA0216_jpg.rf.024436b4cefc3a092f77c76ced075c37.jpg,640,640,plant,0,165,531,404
IMG-zxcvvcx2023071zxvbvxcWA0113_jpg.rf.02a0a929b84ab2b0f370fcb38540c8b4.jpg,640,640,weed,301,240,471,359
20210907_153931_x264_mp4-619_jpg.rf.0285bc3d1425bf00c684aa11fa61a298.jpg,640,640,weed,346,389,458,490
20210907_153931_x264_mp4-619_jpg.rf.0285bc3d1425bf00c684aa11fa61a298.jpg,640,640,weed,160,114,317,252
20210907_153931_x264_mp4-619_jpg.rf.0285bc3d1425bf00c684aa11fa61a298.jpg,640,640,weed,515,278,640,422
IMG-20230scxzdzdzv711-WA0177_jpg.rf.02a47c8ed41cbef824d6d42a52493c6c.jpg,640,640,plant,35,165,607,603
